AGE	SEX	EDUC	WRKSTAT	RICHWORK	SATJOB	LIFE	IMPJOB	INCOME4	HRS1	DEGREE	ANOMIA5	DEGREE2	MAEDUC	PAEDUC	MACOLLEG	PACOLLEG	SATJOB2	MARITAL	AGEWED	SPWRKSTA	SPHRS1	SIBS	ZODIAC	SPEDUC	SPDEG	PARTYID	VOTE92	PRES92	POSTLIFE	HAPPY	HAPMAR	JOBINC	CLASSICL	OPERA	COUNTRY	RINCOM91	TVHOURS	FINRELA	WIFEDUC	HUSBEDUC	INCOMDOL	RINCMDOL	INCOME91
45	2	17	1	1	1	3	1	3	55	3	2	1	7	8	0	0	1	3	22	0	-1	6	8	97	7	6	1	2	0	2	0	2	2	2	1	18	3	3	?	?	55000	45000	19
26	2	12	1	0	1	0	2	2	40	1	0	0	12	11	0	0	1	1	24	2	20	2	11	12	1	3	2	0	2	3	1	0	3	8	2	15	3	4	12	12	37500	27500	17
84	2	16	5	0	0	0	1	1	-1	1	0	0	10	10	0	0	?	2	19	0	-1	2	9	97	7	1	1	2	1	2	0	0	2	3	2	0	3	3	?	?	11250	?	9
46	2	20	1	1	1	3	1	2	60	4	2	1	8	12	0	0	1	5	0	0	-1	1	10	97	7	5	1	3	1	1	0	3	2	1	2	16	1	3	?	?	32500	32500	16
32	2	18	1	2	2	2	2	1	50	4	2	1	16	16	1	1	2	5	0	0	-1	1	5	97	7	5	1	2	0	1	0	2	3	3	1	12	4	1	?	?	18750	18750	12
36	1	16	1	2	1	2	2	2	36	3	1	1	16	20	1	1	1	5	0	0	-1	1	2	97	7	4	1	3	2	3	0	1	2	4	3	16	2	4	?	?	37500	32500	17
21	2	14	6	0	0	3	1	1	-1	1	2	0	13	15	0	0	?	5	0	0	-1	4	3	97	7	1	2	0	0	1	0	2	3	5	1	0	1	3	?	?	2000	?	2
30	2	14	1	2	4	1	2	1	40	1	1	0	12	10	0	0	2	5	0	0	-1	11	6	97	7	0	1	3	1	3	0	2	1	2	1	11	5	4	?	?	21250	16250	13
23	2	16	2	1	1	3	2	1	16	1	2	0	16	16	1	1	1	5	0	0	-1	1	3	97	7	5	1	1	1	2	0	4	2	3	4	4	1	3	?	?	4500	4500	4
51	2	12	1	2	2	2	3	1	35	1	1	0	11	8	0	0	2	3	16	0	-1	8	2	97	7	6	1	2	0	1	0	5	4	4	2	9	3	2	?	?	18750	11250	12
40	1	19	1	2	2	3	2	4	45	4	1	1	12	15	0	0	2	1	37	1	45	4	5	19	4	0	1	1	0	2	1	2	3	5	8	21	2	1	19	19	87500	87500	21
51	1	16	1	0	4	0	2	4	60	3	0	1	12	14	0	0	2	1	23	2	16	0	11	16	3	5	1	1	8	2	1	0	2	3	4	21	1	4	16	16	87500	87500	21
54	2	16	1	1	1	3	2	3	38	3	2	1	12	12	0	0	1	1	18	5	-1	6	2	16	3	1	1	2	0	1	1	2	1	3	2	10	1	4	16	16	55000	13750	19
61	2	12	7	0	1	2	5	4	-1	1	1	0	8	13	0	0	1	1	28	1	50	2	3	17	3	6	1	2	0	1	1	3	3	2	4	0	6	4	12	17	87500	?	21
27	1	16	1	1	2	2	2	1	40	3	1	1	12	16	0	1	2	1	25	1	40	5	10	16	3	4	1	3	2	1	1	1	3	4	3	12	3	2	16	16	23750	18750	14
55	2	6	2	0	1	0	1	1	21	0	0	0	6	15	0	1	1	2	32	0	-1	2	6	97	7	0	1	1	8	3	0	0	1	1	3	3	22	4	?	?	3500	3500	3
33	1	98	4	2	1	2	2	1	-1	1	1	0	15	15	0	0	1	1	31	1	50	2	5	12	1	1	2	0	8	1	2	3	1	8	2	8	2	1	?	?	16250	9000	11
61	2	8	7	0	1	2	2	1	-1	0	2	0	8	8	0	0	1	1	21	5	-1	6	12	8	0	0	2	0	8	2	2	1	4	3	2	3	5	2	8	8	18750	3500	12
38	2	12	2	0	1	0	2	1	33	1	0	0	10	7	0	0	1	3	18	0	-1	4	7	97	7	2	2	0	2	2	0	0	2	3	2	9	2	2	?	?	16250	11250	11
36	2	12	7	0	1	0	2	2	-1	1	0	0	8	9	0	?	1	1	20	1	60	2	8	12	1	2	1	2	1	1	1	0	5	5	5	0	4	3	12	12	32500	?	16
50	2	12	2	1	4	2	2	1	15	1	1	0	12	8	0	0	2	3	20	0	-1	2	1	97	7	4	1	2	0	2	0	2	2	4	3	3	5	2	?	?	3500	3500	3
67	2	4	7	0	9	0	1	1	-1	0	0	0	98	98	?	?	?	3	17	0	-1	13	11	97	7	3	2	0	1	1	0	0	1	1	2	0	4	2	?	?	9000	?	8
81	2	13	5	0	0	2	4	2	-1	1	1	0	14	16	0	1	?	2	22	0	-1	3	5	97	7	3	1	1	1	2	0	4	1	1	3	99	1	3	?	?	32500	?	16
63	1	17	1	2	2	3	2	4	45	3	2	1	8	8	0	0	2	1	21	7	-1	1	1	12	1	0	1	1	1	1	1	2	3	3	3	21	2	3	12	17	87500	87500	21
43	2	18	1	1	1	2	1	2	40	4	1	1	14	12	0	0	1	1	28	7	-1	2	7	20	3	0	1	1	8	2	2	3	2	4	4	16	1	3	18	20	32500	32500	16
47	1	13	4	1	3	3	2	2	-1	1	1	0	12	7	0	0	2	1	26	4	-1	4	4	12	1	1	1	1	0	1	1	3	2	3	2	12	3	2	12	13	27500	18750	15
44	2	14	1	1	3	2	3	3	45	2	1	0	12	10	0	0	2	3	21	0	-1	1	11	97	7	1	1	1	0	1	0	3	3	4	2	17	1	8	?	?	45000	37500	18
28	1	98	2	0	1	0	1	1	25	1	0	0	98	97	0	?	1	5	0	0	-1	7	8	97	7	3	2	0	1	2	0	0	2	3	1	1	4	3	?	?	500	500	1
32	2	14	1	1	1	3	1	4	60	1	1	0	12	12	0	0	1	4	19	0	-1	6	11	97	7	5	1	2	0	1	0	3	2	2	3	22	2	3	?	?	?	?	22
20	1	13	2	1	2	2	2	1	13	1	1	0	12	12	0	0	2	5	0	0	-1	1	3	97	7	5	1	2	0	2	0	3	4	4	2	9	2	2	?	?	11250	11250	9
50	1	12	1	2	1	3	2	3	50	1	2	0	9	8	0	0	1	1	20	2	35	0	4	12	1	5	1	2	1	2	1	5	3	4	2	16	2	3	12	12	45000	32500	18
31	2	14	1	0	3	0	1	4	40	1	0	0	12	12	0	0	2	1	23	1	42	2	12	14	2	5	1	2	1	2	2	0	3	3	1	12	1	4	14	14	67500	18750	20
62	2	14	6	0	0	3	3	2	-1	1	1	0	98	6	?	0	?	2	18	0	-1	3	2	97	7	1	1	1	0	2	0	4	2	2	2	0	3	3	?	?	27500	?	15
66	1	10	5	0	0	3	3	3	-1	0	8	0	98	12	?	?	?	1	26	1	38	3	12	12	1	4	1	3	8	1	1	9	3	4	2	1	2	3	12	10	55000	500	19
29	1	14	1	2	1	3	2	3	60	2	1	0	16	97	1	?	1	5	0	0	-1	2	12	97	7	5	1	2	0	2	0	3	3	5	3	18	1	3	?	?	45000	45000	18
30	1	11	1	0	1	0	2	1	45	1	0	0	12	97	0	?	1	3	19	0	-1	1	3	97	7	3	1	3	1	2	0	0	2	4	2	11	3	2	?	?	16250	16250	11
34	1	15	1	1	4	2	2	3	40	2	1	0	20	16	1	1	2	5	0	0	-1	3	6	97	7	0	1	1	1	1	0	9	8	5	2	16	6	3	?	?	55000	32500	19
63	2	12	1	2	2	2	2	2	36	1	1	0	12	8	0	0	2	1	17	2	20	4	12	10	0	4	1	1	1	2	2	1	8	3	2	14	2	3	12	10	37500	23750	17
55	2	13	1	0	1	0	2	3	40	1	0	0	8	8	0	0	1	1	19	1	76	7	10	12	1	1	2	0	1	1	1	0	3	4	2	9	2	3	13	12	45000	11250	18
39	2	11	7	0	2	2	1	1	-1	1	1	0	10	97	0	?	2	1	20	1	60	3	4	12	1	1	1	1	0	3	1	2	3	3	2	0	5	3	11	12	11250	?	9
36	1	13	1	0	3	0	1	1	40	1	0	0	13	97	0	?	2	5	0	0	-1	3	4	97	7	0	1	1	1	2	0	0	4	4	4	8	5	2	?	?	16250	9000	11
77	2	16	5	0	0	0	2	1	-1	3	0	1	8	11	0	0	?	2	25	0	-1	4	7	97	7	6	1	1	1	2	0	0	2	2	3	0	3	2	?	?	18750	?	12
39	1	12	1	0	3	0	1	2	55	1	0	0	12	12	0	0	2	3	22	0	-1	1	10	97	7	2	1	1	1	2	0	0	1	4	3	16	1	3	?	?	32500	32500	16
28	2	19	1	2	2	3	1	1	39	3	1	1	18	14	1	0	2	5	0	0	-1	2	9	97	7	0	1	1	8	2	0	3	3	3	5	5	1	3	?	?	5500	5500	5
23	1	15	2	0	4	0	1	1	26	1	0	0	18	20	1	1	2	5	0	0	-1	1	4	97	7	0	1	1	2	1	0	0	1	1	5	5	2	2	?	?	23750	5500	14
21	1	14	4	9	9	3	2	1	-1	1	1	0	20	20	1	1	?	5	0	0	-1	2	6	97	7	1	1	1	0	2	0	4	3	8	4	0	8	4	?	?	6500	?	6
63	1	12	5	0	0	3	2	2	-1	1	2	0	12	20	0	1	?	1	23	1	50	1	8	12	1	2	1	2	0	1	1	2	4	4	2	0	6	3	12	12	32500	?	16
46	2	14	1	1	2	3	2	4	45	1	1	0	12	14	0	0	2	1	18	1	60	2	8	12	1	1	1	1	0	2	1	3	2	4	1	16	1	3	14	12	67500	32500	20
42	1	20	6	0	0	0	2	2	-1	4	0	1	10	11	0	0	?	5	0	0	-1	4	10	97	7	1	1	3	2	2	0	0	2	5	4	15	4	3	?	?	32500	27500	16
39	2	19	1	1	1	3	1	3	35	4	2	1	18	17	1	1	1	1	26	1	40	2	12	18	3	0	1	1	2	2	1	2	1	5	2	15	1	4	19	18	55000	27500	19
77	2	14	1	0	1	0	3	4	40	1	0	0	13	12	0	?	1	3	27	0	-1	1	10	97	7	5	1	3	1	2	0	0	3	3	3	22	0	3	?	?	?	?	22
28	2	13	2	1	2	2	2	1	4	1	8	0	12	16	0	1	2	1	19	1	55	2	7	14	1	6	1	2	1	1	2	2	2	4	2	0	4	3	13	14	21250	?	13
87	1	10	5	0	0	0	2	1	-1	0	0	0	97	8	?	0	?	2	34	0	-1	2	6	97	7	1	2	0	2	2	0	0	2	4	1	0	3	3	?	?	9000	?	8
49	1	17	1	1	2	3	2	4	36	3	1	1	6	97	0	?	2	1	25	1	60	0	1	17	4	5	1	2	1	1	2	3	2	5	2	17	6	4	17	17	87500	37500	21
56	2	18	1	1	2	2	1	4	40	4	1	1	12	12	0	0	2	3	37	0	-1	5	12	97	7	5	1	3	1	2	0	2	1	2	3	19	2	3	?	?	67500	55000	20
28	1	12	1	1	1	3	2	3	42	1	1	0	12	6	0	0	1	3	21	0	-1	4	5	97	7	3	1	3	8	2	0	3	4	3	1	14	2	2	?	?	55000	23750	19
30	2	12	7	0	1	2	2	2	-1	1	1	0	7	0	0	0	1	1	21	1	55	12	5	11	0	2	1	1	0	2	1	1	3	3	3	12	1	3	12	11	37500	18750	17
24	1	12	1	1	2	3	2	1	57	1	1	0	0	0	0	0	2	1	20	6	-1	9	4	10	0	2	2	0	0	2	1	3	4	4	2	2	3	2	10	12	3500	2000	3
37	2	18	1	1	1	2	2	4	50	4	1	1	12	12	0	0	1	1	32	1	60	3	9	18	4	5	1	1	0	2	1	2	3	3	2	19	1	4	18	18	87500	55000	21
48	2	12	1	0	3	0	3	2	40	1	0	0	2	4	0	0	2	2	24	0	-1	5	4	97	7	5	2	0	1	2	0	0	3	8	8	12	0	3	?	?	37500	18750	17
77	2	13	5	0	0	1	2	2	-1	1	1	0	6	6	0	0	?	2	24	0	-1	2	3	97	7	5	2	0	2	3	0	3	2	3	3	0	3	3	?	?	37500	?	17
73	2	19	5	0	0	3	4	2	-1	4	2	1	14	97	0	?	?	1	20	5	-1	6	8	15	2	6	1	2	1	1	2	3	1	1	3	0	1	4	19	15	27500	?	15
65	2	13	5	0	0	1	2	4	-1	1	1	0	8	12	0	0	?	2	21	0	-1	1	12	97	7	6	1	2	1	3	0	4	3	5	3	0	5	4	?	?	87500	?	21
74	1	12	5	0	0	2	1	3	-1	1	1	0	97	6	?	0	?	1	21	5	-1	1	8	12	1	5	1	2	0	2	1	3	2	3	2	0	3	4	12	12	45000	?	18
22	2	16	3	1	1	3	1	4	-1	2	1	0	12	19	0	1	1	5	0	0	-1	1	1	97	7	2	3	0	0	2	0	4	2	2	1	11	1	4	?	?	87500	16250	21
19	1	11	6	0	0	2	2	4	-1	0	2	0	16	18	1	1	?	5	0	0	-1	2	8	97	7	1	3	0	1	2	0	3	2	5	4	0	2	4	?	?	87500	?	21
49	1	15	1	0	2	0	2	4	25	2	0	0	12	9	0	0	2	1	20	7	-1	6	6	16	3	6	1	2	1	2	2	0	1	5	5	14	3	4	16	15	87500	23750	21
74	2	12	7	0	9	0	3	1	-1	1	0	0	98	98	?	0	?	2	18	0	-1	1	5	97	7	2	2	0	1	3	0	0	3	4	1	0	2	2	?	?	13750	?	10
89	2	16	5	0	0	0	2	1	-1	1	0	0	8	8	0	0	?	2	24	0	-1	8	7	97	7	3	2	0	2	1	0	0	2	4	4	0	0	3	?	?	6500	?	6
36	1	9	1	1	2	2	3	2	44	0	1	0	12	12	0	0	2	3	23	0	-1	3	5	97	7	3	2	0	0	2	0	5	5	8	2	13	3	3	?	?	32500	21250	16
35	1	12	1	1	2	2	2	1	40	1	1	0	12	14	0	0	2	3	19	0	-1	4	9	97	7	7	1	3	1	2	0	3	1	2	1	2	1	2	?	?	21250	2000	13
36	2	12	1	1	2	3	2	1	40	1	2	0	8	8	0	0	2	3	22	0	-1	4	9	97	7	2	2	0	0	2	0	5	3	4	1	9	4	2	?	?	23750	11250	14
37	2	13	1	1	3	3	1	1	40	1	1	0	10	98	0	?	2	3	17	0	-1	3	6	97	7	2	1	1	0	3	0	3	1	4	3	8	2	2	?	?	23750	9000	14
53	2	12	8	0	0	2	3	1	-1	1	1	0	8	10	0	0	?	3	23	0	-1	1	2	97	7	1	1	1	0	1	0	1	4	5	1	0	4	2	?	?	4500	?	4
74	1	16	5	0	0	3	3	1	-1	1	1	0	12	14	0	0	?	3	26	0	-1	2	2	97	7	1	2	0	8	2	0	5	3	3	3	0	2	3	?	?	18750	?	12
55	1	14	1	2	2	2	2	2	40	2	1	0	12	98	0	?	2	3	99	0	-1	3	2	97	7	5	1	2	0	2	0	4	4	3	1	16	2	3	?	?	32500	32500	16
39	1	16	1	1	2	3	2	3	40	3	2	1	14	8	0	0	2	1	23	2	6	1	4	12	1	5	1	2	0	2	2	2	3	4	3	18	2	3	12	16	45000	45000	18
89	2	7	5	0	0	1	2	1	-1	0	1	0	0	98	0	0	?	2	21	0	-1	7	10	97	7	1	1	1	8	3	0	9	2	4	1	0	8	3	?	?	2000	?	2
74	2	11	5	0	0	0	2	1	-1	0	0	0	98	98	?	?	?	2	16	0	-1	4	11	97	7	0	1	3	1	2	0	0	3	3	2	0	7	8	?	?	16250	?	11
89	1	12	5	0	0	0	2	1	-1	1	0	0	8	8	0	0	?	1	23	5	-1	3	6	12	1	4	1	3	1	1	1	0	1	4	3	0	1	3	12	12	13750	?	10
72	1	12	1	1	1	3	2	2	40	1	8	0	12	8	0	0	1	1	26	7	-1	1	1	12	1	5	1	2	0	2	1	4	2	3	2	17	2	3	12	12	37500	37500	17
52	2	18	1	0	3	0	2	3	45	3	0	1	8	8	0	0	2	1	21	1	55	1	10	20	4	5	1	2	1	2	1	0	1	4	3	11	0	3	18	20	45000	16250	18
38	2	13	1	0	1	0	2	3	50	1	0	0	12	12	0	0	1	1	17	2	42	3	7	13	1	1	1	1	1	2	2	0	2	5	1	16	2	3	13	13	45000	32500	18
52	1	14	1	0	1	0	1	4	40	2	0	0	12	12	1	0	1	1	22	1	40	1	11	13	1	6	1	2	1	1	2	0	3	4	1	19	3	4	13	14	67500	55000	20
76	1	8	5	0	0	0	2	1	-1	0	0	0	6	6	0	0	?	1	26	5	-1	11	1	99	0	0	1	1	1	2	2	0	3	4	1	0	3	2	?	?	16250	?	11
58	2	13	2	1	2	2	2	1	20	1	1	0	6	6	0	0	2	1	20	1	40	4	8	10	0	1	2	0	0	2	2	2	5	5	1	2	2	2	13	10	16250	2000	11
43	1	13	1	0	1	0	3	2	65	1	0	0	13	12	0	0	1	3	20	0	-1	0	12	97	7	1	1	3	1	3	0	0	2	4	5	12	3	2	?	?	32500	18750	16
24	1	12	1	0	2	0	2	2	42	1	0	0	12	98	0	0	2	5	0	0	-1	5	1	97	7	2	2	0	8	2	0	0	3	4	2	11	3	1	?	?	32500	16250	16
74	2	11	5	0	0	1	5	1	-1	1	8	0	8	0	0	0	?	3	27	0	-1	1	10	97	7	5	2	0	0	2	0	2	8	4	1	0	5	2	?	?	7500	?	7
56	2	11	1	1	1	2	2	1	44	0	2	0	10	10	0	0	1	3	18	0	-1	3	12	97	7	3	2	0	0	2	0	4	3	4	2	11	3	2	?	?	16250	16250	11
73	2	10	7	0	2	2	3	1	-1	0	1	0	97	10	?	0	2	2	23	0	-1	9	5	97	7	1	1	2	1	2	0	4	3	3	1	0	5	2	?	?	7500	?	7
39	1	16	6	0	0	2	2	1	-1	1	1	0	12	7	0	0	?	1	34	7	-1	3	1	12	1	1	1	3	0	2	2	3	3	3	2	0	4	1	12	16	5500	?	5
87	1	13	5	0	0	3	2	1	-1	1	1	0	8	10	0	0	?	1	22	5	-1	2	12	11	0	6	1	2	1	1	1	5	3	3	2	0	3	2	11	13	21250	?	13
28	2	14	1	2	2	2	3	2	38	2	1	0	13	12	0	0	2	1	21	7	-1	4	7	15	2	1	1	3	1	2	1	1	4	4	5	11	3	3	14	15	37500	16250	17
40	1	15	1	0	1	0	2	3	40	2	0	0	11	97	0	?	1	1	27	1	38	3	6	12	1	6	1	2	1	1	1	0	4	5	1	17	3	2	12	15	55000	37500	19
24	1	9	1	2	1	3	2	1	37	0	1	0	12	12	0	0	1	5	0	0	-1	2	7	97	7	5	2	0	1	2	0	1	4	5	2	11	10	2	?	?	16250	16250	11
49	1	9	1	1	2	2	2	3	45	0	1	0	98	97	0	?	2	1	21	1	40	5	5	12	1	4	2	0	0	2	2	1	4	4	1	14	4	4	12	9	55000	23750	19
42	2	12	2	0	1	0	3	4	6	1	0	0	12	8	0	0	1	1	19	1	45	2	7	12	1	3	1	3	1	1	1	0	1	3	1	1	1	2	12	12	?	500	98
64	1	7	5	0	0	3	2	2	-1	0	1	0	8	8	0	0	?	1	21	1	38	7	12	18	4	6	1	3	1	1	2	2	4	5	1	0	2	2	18	7	37500	?	17
63	2	9	7	0	2	1	3	1	-1	0	2	0	98	98	0	0	2	1	18	5	-1	7	7	11	0	1	1	1	1	2	2	4	2	2	1	0	3	2	9	11	9000	?	8
58	2	7	7	0	3	0	2	1	-1	0	0	0	9	99	0	?	2	3	15	0	-1	6	11	97	7	4	2	0	1	2	0	0	4	3	2	0	6	2	?	?	500	?	1
59	2	12	5	0	0	2	2	2	-1	1	1	0	10	12	0	0	?	1	23	1	40	1	6	12	1	5	1	2	0	1	1	4	8	3	1	12	3	2	12	12	27500	18750	15
47	1	12	1	0	2	0	2	1	70	1	0	0	8	97	0	?	2	1	21	2	20	1	12	12	1	1	1	3	1	2	2	0	2	4	1	11	1	1	12	12	16250	16250	11
88	2	8	5	0	0	1	2	4	-1	0	8	0	98	98	?	?	?	2	99	0	-1	3	6	97	7	4	2	0	1	2	0	9	8	8	8	0	99	8	?	?	?	?	98
82	1	12	5	0	0	1	2	1	-1	1	1	0	98	98	?	0	?	2	35	0	-1	0	5	97	7	3	1	1	0	3	0	2	4	3	4	0	8	2	?	?	21250	?	13
87	1	13	5	0	0	2	2	4	-1	1	1	0	98	98	?	?	?	2	24	0	-1	5	12	97	7	6	1	2	0	1	0	9	8	8	3	0	2	8	?	?	?	?	98
43	1	12	2	2	1	2	2	1	10	1	2	0	13	12	0	0	1	3	18	0	-1	4	1	97	7	0	1	1	1	2	0	1	5	5	1	2	4	3	?	?	13750	2000	10
35	2	12	1	1	1	3	2	3	45	1	1	0	12	8	0	0	1	1	18	1	43	9	3	16	3	6	1	2	0	1	1	4	1	4	2	14	1	3	12	16	45000	23750	18
35	1	12	1	0	1	0	2	2	50	1	0	0	18	14	1	0	1	1	22	2	20	4	7	12	1	5	1	2	1	2	2	0	3	4	2	16	2	4	12	12	32500	32500	16
20	2	12	1	1	2	2	2	4	39	1	1	0	12	12	0	0	2	5	0	0	-1	1	11	97	7	4	2	0	0	1	0	3	2	4	2	5	1	3	?	?	?	5500	98
37	1	14	1	1	3	3	2	4	42	2	1	0	12	12	0	0	2	1	33	1	60	4	3	16	3	1	1	9	1	2	2	4	3	3	2	14	2	3	16	14	67500	23750	20
24	2	14	2	1	3	3	2	1	25	1	1	0	12	8	0	0	2	5	0	0	-1	6	6	97	7	1	1	1	0	2	0	3	3	4	2	6	1	2	?	?	18750	6500	12
62	2	9	5	0	0	3	3	1	-1	0	1	0	8	98	0	0	?	1	19	2	30	15	6	12	1	3	1	1	1	1	1	1	3	4	1	0	1	3	9	12	3500	?	3
28	2	16	7	0	2	2	4	3	-1	3	1	1	14	12	0	0	2	1	24	1	45	1	10	16	3	6	1	2	1	1	1	2	3	4	4	10	2	3	16	16	55000	13750	19
51	2	15	1	1	1	3	3	2	40	1	1	0	13	12	0	0	1	1	23	1	60	1	1	16	3	5	1	2	0	1	1	4	2	4	3	13	1	3	15	16	32500	21250	16
44	2	12	7	0	2	0	2	3	-1	1	0	0	98	98	0	0	2	1	19	1	54	4	10	15	1	0	3	0	2	1	1	0	2	2	1	0	4	3	12	15	55000	?	19
36	1	12	2	1	2	2	3	1	20	1	1	0	12	12	0	0	2	3	99	0	-1	3	9	97	7	5	2	0	0	2	0	1	3	2	1	2	5	2	?	?	2000	2000	2
77	2	15	7	0	9	3	1	1	-1	1	2	0	98	98	?	?	?	2	20	0	-1	1	5	97	7	1	1	2	0	2	0	2	2	3	2	0	4	3	?	?	13750	?	10
44	1	16	1	0	2	0	2	3	60	3	0	1	12	8	0	0	2	1	24	1	60	4	4	19	4	0	1	1	1	1	1	0	3	4	3	11	1	3	19	16	55000	16250	19
73	1	12	2	1	2	2	2	1	17	1	1	0	8	98	0	0	2	2	18	0	-1	8	4	97	7	1	1	3	1	2	0	3	4	4	2	3	4	2	?	?	11250	3500	9
28	1	16	1	2	2	3	2	1	40	3	1	1	12	12	0	0	2	3	22	0	-1	2	7	97	7	1	1	1	1	1	0	1	1	3	3	14	3	3	?	?	23750	23750	14
51	1	13	1	2	1	2	1	4	52	1	2	0	12	98	0	0	1	1	28	2	25	11	4	10	0	4	1	1	0	2	1	3	2	3	1	22	4	3	10	13	?	?	22
37	2	12	1	0	1	0	2	2	32	1	0	0	12	10	0	0	1	1	24	1	44	6	6	12	1	1	1	1	1	1	1	0	8	8	1	9	6	3	12	12	32500	11250	16
64	1	11	5	0	0	0	2	1	-1	0	0	0	8	8	0	0	?	1	23	7	-1	10	6	12	1	6	1	2	1	2	1	0	5	5	1	0	4	3	12	11	23750	?	14
74	2	12	7	0	2	0	2	1	-1	1	0	0	98	98	0	0	2	2	18	0	-1	3	10	97	7	4	1	2	8	2	0	0	2	3	3	0	4	2	?	?	4500	?	4
69	2	12	7	0	1	3	2	2	-1	1	1	0	12	8	0	0	1	1	24	5	-1	2	12	12	1	2	1	3	1	1	1	4	1	3	3	0	4	3	12	12	37500	?	17
33	1	11	2	0	2	0	2	1	32	0	0	0	99	99	?	?	2	3	22	0	-1	8	4	97	7	2	2	0	1	2	0	0	4	3	1	0	4	2	?	?	5500	?	5
56	2	10	7	0	1	0	3	4	-1	0	0	0	98	98	0	0	1	1	24	2	8	7	11	12	1	4	1	2	1	1	1	0	4	4	2	0	3	3	10	12	?	?	98
40	2	12	1	9	2	2	2	1	46	1	1	0	10	6	0	0	2	3	33	0	-1	7	3	97	7	0	1	1	0	2	0	3	2	4	1	14	1	3	?	?	23750	23750	14
34	1	10	4	0	2	0	2	1	-1	0	0	0	98	5	0	0	2	3	18	0	-1	8	2	97	7	1	2	0	8	2	0	0	5	5	1	5	4	2	?	?	16250	5500	11
47	1	12	1	2	2	2	2	3	70	1	1	0	12	3	0	0	2	1	24	1	40	6	3	12	1	1	2	0	0	2	2	1	1	3	2	14	3	3	12	12	45000	23750	18
87	1	11	5	0	0	2	4	1	-1	0	2	0	98	98	0	?	?	2	42	0	-1	9	4	97	7	5	1	2	0	2	0	1	8	8	8	0	4	1	?	?	7500	?	7
60	1	10	4	2	4	1	3	1	-1	1	1	0	4	0	0	0	2	3	26	0	-1	4	3	97	7	0	2	0	8	3	0	4	4	5	1	0	6	3	?	?	500	?	1
70	2	6	7	0	1	0	2	4	-1	0	0	0	98	98	?	?	1	2	18	0	-1	2	7	97	7	3	1	8	1	2	0	0	2	4	1	0	6	3	?	?	?	?	98
43	1	14	1	0	1	0	1	3	50	1	0	0	12	9	0	0	1	1	24	7	-1	2	2	12	1	1	1	1	8	2	2	0	8	1	3	19	2	3	12	14	55000	55000	19
43	2	16	1	1	1	3	2	2	60	3	2	1	12	12	0	0	1	1	21	1	50	4	12	12	1	3	1	2	1	1	2	3	5	5	2	15	0	3	16	12	37500	27500	17
21	2	13	2	0	2	0	1	1	30	1	0	0	13	12	0	0	2	1	20	1	43	2	11	13	1	0	1	1	1	2	2	0	3	4	4	2	5	2	13	13	18750	2000	12
72	2	9	7	0	2	2	2	1	-1	0	2	0	8	8	0	0	2	5	0	0	-1	5	10	97	7	1	2	0	1	2	0	2	4	2	2	0	2	3	?	?	4500	?	4
81	2	13	5	0	0	3	2	1	-1	0	1	0	98	5	0	0	?	2	21	0	-1	7	8	97	7	6	1	2	1	1	0	1	2	2	1	0	4	2	?	?	13750	?	10
82	2	12	7	0	9	0	2	1	-1	1	0	0	7	7	0	0	?	2	19	0	-1	2	5	97	7	5	1	2	1	1	0	0	2	2	3	0	6	3	?	?	23750	?	14
86	2	8	7	0	2	2	2	1	-1	0	1	0	8	98	0	0	2	2	19	0	-1	7	3	97	7	5	1	2	1	2	0	2	2	2	3	0	2	3	?	?	5500	?	5
27	1	13	1	2	3	2	1	1	70	2	2	0	12	12	0	0	2	3	19	0	-1	6	8	97	7	4	2	0	0	2	0	1	4	4	2	8	2	3	?	?	9000	9000	8
77	2	8	7	0	2	0	4	1	-1	0	0	0	8	6	0	0	2	1	20	5	-1	0	2	8	0	5	2	0	1	2	2	0	4	4	2	0	5	3	8	8	9000	?	8
71	1	8	5	0	0	2	1	1	-1	0	8	0	8	8	0	0	?	1	22	7	-1	3	11	13	1	6	1	2	0	2	1	2	8	4	2	10	3	2	13	8	13750	13750	10
39	1	16	1	1	1	3	1	1	80	3	2	1	12	8	0	0	1	5	0	0	-1	4	11	97	7	5	1	2	1	1	0	2	4	3	2	12	1	3	?	?	18750	18750	12
45	1	12	1	0	2	0	1	2	50	1	0	0	12	98	0	?	2	1	21	2	15	12	7	12	1	3	2	0	8	2	2	0	4	4	2	16	1	3	12	12	32500	32500	16
35	2	14	1	1	2	2	2	4	55	1	8	0	12	12	0	0	2	1	20	1	40	3	7	12	1	4	4	0	0	2	2	2	2	2	2	22	0	3	14	12	?	?	22
42	2	14	7	0	1	2	1	3	-1	1	1	0	12	12	0	0	1	1	18	1	80	3	4	12	1	3	1	1	0	1	1	1	2	4	1	2	4	3	14	12	55000	2000	19
65	1	12	1	1	2	2	9	2	50	1	1	0	12	98	0	0	2	1	33	2	15	3	3	8	0	0	1	3	0	1	2	2	8	8	2	16	1	3	8	12	32500	32500	16
26	1	16	4	0	3	0	2	4	-1	3	0	1	12	12	0	0	2	5	0	0	-1	3	2	97	7	4	1	2	8	2	0	0	3	3	3	1	5	2	?	?	67500	500	20
45	1	12	1	1	2	3	2	3	60	1	1	0	8	8	0	0	2	1	23	1	60	12	9	12	9	1	1	3	1	2	2	1	4	4	2	16	2	4	12	12	55000	32500	19
